file,week,trend
Rossmann_DE_BY,2015-05-03 - 2015-05-09,74
Rossmann_DE_BY,2015-05-10 - 2015-05-16,64
Rossmann_DE_BY,2015-05-17 - 2015-05-23,77
Rossmann_DE_BY,2015-05-24 - 2015-05-30,68
Rossmann_DE_BY,2015-05-31 - 2015-06-06,80
Rossmann_DE_BY,2015-06-07 - 2015-06-13,62
Rossmann_DE_BY,2015-06-14 - 2015-06-20,88
Rossmann_DE_BY,2015-06-21 - 2015-06-27,69
Rossmann_DE_BY,2015-06-28 - 2015-07-04,82
Rossmann_DE_BY,2015-07-05 - 2015-07-11,69
Rossmann_DE_BY,2015-07-12 - 2015-07-18,79
Rossmann_DE_BY,2015-07-19 - 2015-07-25,73
Rossmann_DE_BY,2015-07-26 - 2015-08-01,82
Rossmann_DE_BY,2015-08-02 - 2015-08-08,86
Rossmann_DE_BY,2015-08-09 - 2015-08-15,74
Rossmann_DE_BY,2015-08-16 - 2015-08-22,80
Rossmann_DE_BY,2015-08-23 - 2015-08-29,70
Rossmann_DE_BY,2015-08-30 - 2015-09-05,76
Rossmann_DE_BY,2015-09-06 - 2015-09-12,68
Rossmann_DE_BY,2015-09-13 - 2015-09-19,78
Rossmann_DE_BY,2015-09-20 - 2015-09-26,62
Rossmann_DE_BY,2015-09-27 - 2015-10-03,69
Rossmann_DE_TH,2012-12-02 - 2012-12-08,85
Rossmann_DE_TH,2012-12-09 - 2012-12-15,87
Rossmann_DE_TH,2012-12-16 - 2012-12-22,81
Rossmann_DE_TH,2012-12-23 - 2012-12-29,43
Rossmann_DE_TH,2012-12-30 - 2013-01-05,53
Rossmann_DE_TH,2013-01-06 - 2013-01-12,65
Rossmann_DE_TH,2013-01-13 - 2013-01-19,43
Rossmann_DE_TH,2013-01-20 - 2013-01-26,45
Rossmann_DE_TH,2013-01-27 - 2013-02-02,43
Rossmann_DE_TH,2013-02-03 - 2013-02-09,41
Rossmann_DE_TH,2013-02-10 - 2013-02-16,44
Rossmann_DE_TH,2013-02-17 - 2013-02-23,59
Rossmann_DE_TH,2013-02-24 - 2013-03-02,43
Rossmann_DE_TH,2013-03-03 - 2013-03-09,43
Rossmann_DE_TH,2013-03-10 - 2013-03-16,56
Rossmann_DE_TH,2013-03-17 - 2013-03-23,53
Rossmann_DE_TH,2013-03-24 - 2013-03-30,50
Rossmann_DE_TH,2013-03-31 - 2013-04-06,66
Rossmann_DE_TH,2013-04-07 - 2013-04-13,70
Rossmann_DE_TH,2013-04-14 - 2013-04-20,49
Rossmann_DE_TH,2013-04-21 - 2013-04-27,66
Rossmann_DE_TH,2013-04-28 - 2013-05-04,46
Rossmann_DE_TH,2013-05-05 - 2013-05-11,52
Rossmann_DE_TH,2013-05-12 - 2013-05-18,52
Rossmann_DE_TH,2013-05-19 - 2013-05-25,66
Rossmann_DE_TH,2013-05-26 - 2013-06-01,62
Rossmann_DE_TH,2013-06-02 - 2013-06-08,55
Rossmann_DE_TH,2013-06-09 - 2013-06-15,49
Rossmann_DE_TH,2013-06-16 - 2013-06-22,63
Rossmann_DE_TH,2013-06-23 - 2013-06-29,52
Rossmann_DE_TH,2013-06-30 - 2013-07-06,55
Rossmann_DE_TH,2013-07-07 - 2013-07-13,53
Rossmann_DE_TH,2013-07-14 - 2013-07-20,77
Rossmann_DE_TH,2013-07-21 - 2013-07-27,62
Rossmann_DE_TH,2013-07-28 - 2013-08-03,69
Rossmann_DE_TH,2013-08-04 - 2013-08-10,68
Rossmann_DE_TH,2013-08-11 - 2013-08-17,58
Rossmann_DE_TH,2013-08-18 - 2013-08-24,68
Rossmann_DE_TH,2013-08-25 - 2013-08-31,67
Rossmann_DE_TH,2013-09-01 - 2013-09-07,49
Rossmann_DE_TH,2013-09-08 - 2013-09-14,71
Rossmann_DE_TH,2013-09-15 - 2013-09-21,67
Rossmann_DE_TH,2013-09-22 - 2013-09-28,62
Rossmann_DE_TH,2013-09-29 - 2013-10-05,49
Rossmann_DE_TH,2013-10-06 - 2013-10-12,67
Rossmann_DE_TH,2013-10-13 - 2013-10-19,69
Rossmann_DE_TH,2013-10-20 - 2013-10-26,78
Rossmann_DE_TH,2013-10-27 - 2013-11-02,52
Rossmann_DE_TH,2013-11-03 - 2013-11-09,76
Rossmann_DE_TH,2013-11-10 - 2013-11-16,64
Rossmann_DE_TH,2013-11-17 - 2013-11-23,71
Rossmann_DE_TH,2013-11-24 - 2013-11-30,64
Rossmann_DE_TH,2013-12-01 - 2013-12-07,77
Rossmann_DE_TH,2013-12-08 - 2013-12-14,97
Rossmann_DE_TH,2013-12-15 - 2013-12-21,92
Rossmann_DE_TH,2013-12-22 - 2013-12-28,69
Rossmann_DE_TH,2013-12-29 - 2014-01-04,60
Rossmann_DE_TH,2014-01-05 - 2014-01-11,78
Rossmann_DE_TH,2014-01-12 - 2014-01-18,61
Rossmann_DE_TH,2014-01-19 - 2014-01-25,60
Rossmann_DE_TH,2014-01-26 - 2014-02-01,54
Rossmann_DE_TH,2014-02-02 - 2014-02-08,69
Rossmann_DE_TH,2014-02-09 - 2014-02-15,46
Rossmann_DE_TH,2014-02-16 - 2014-02-22,64
Rossmann_DE_TH,2014-02-23 - 2014-03-01,52
Rossmann_DE_TH,2014-03-02 - 2014-03-08,55
Rossmann_DE_TH,2014-03-09 - 2014-03-15,47
Rossmann_DE_TH,2014-03-16 - 2014-03-22,71
Rossmann_DE_TH,2014-03-23 - 2014-03-29,38
Rossmann_DE_TH,2014-03-30 - 2014-04-05,63
Rossmann_DE_TH,2014-04-06 - 2014-04-12,56
Rossmann_DE_TH,2014-04-13 - 2014-04-19,49
Rossmann_DE_TH,2014-04-20 - 2014-04-26,44
Rossmann_DE_TH,2014-04-27 - 2014-05-03,72
Rossmann_DE_TH,2014-05-04 - 2014-05-10,58
Rossmann_DE_TH,2014-05-11 - 2014-05-17,59
Rossmann_DE_TH,2014-05-18 - 2014-05-24,72
Rossmann_DE_TH,2014-05-25 - 2014-05-31,52
Rossmann_DE_TH,2014-06-01 - 2014-06-07,71
Rossmann_DE_TH,2014-06-08 - 2014-06-14,57
Rossmann_DE_TH,2014-06-15 - 2014-06-21,87
Rossmann_DE_TH,2014-06-22 - 2014-06-28,53
Rossmann_DE_TH,2014-06-29 - 2014-07-05,60
Rossmann_DE_TH,2014-07-06 - 2014-07-12,63
Rossmann_DE_TH,2014-07-13 - 2014-07-19,70
Rossmann_DE_TH,2014-07-20 - 2014-07-26,71
Rossmann_DE_TH,2014-07-27 - 2014-08-02,95
Rossmann_DE_TH,2014-08-03 - 2014-08-09,85
Rossmann_DE_TH,2014-08-10 - 2014-08-16,69
Rossmann_DE_TH,2014-08-17 - 2014-08-23,85
Rossmann_DE_TH,2014-08-24 - 2014-08-30,58
Rossmann_DE_TH,2014-08-31 - 2014-09-06,65
Rossmann_DE_TH,2014-09-07 - 2014-09-13,63
Rossmann_DE_TH,2014-09-14 - 2014-09-20,81
Rossmann_DE_TH,2014-09-21 - 2014-09-27,68
Rossmann_DE_TH,2014-09-28 - 2014-10-04,52
Rossmann_DE_TH,2014-10-05 - 2014-10-11,79
Rossmann_DE_TH,2014-10-12 - 2014-10-18,60
Rossmann_DE_TH,2014-10-19 - 2014-10-25,68
Rossmann_DE_TH,2014-10-26 - 2014-11-01,48
Rossmann_DE_TH,2014-11-02 - 2014-11-08,67
Rossmann_DE_TH,2014-11-09 - 2014-11-15,63
Rossmann_DE_TH,2014-11-16 - 2014-11-22,63
Rossmann_DE_TH,2014-11-23 - 2014-11-29,84
Rossmann_DE_TH,2014-11-30 - 2014-12-06,96
Rossmann_DE_TH,2014-12-07 - 2014-12-13,100
Rossmann_DE_TH,2014-12-14 - 2014-12-20,97
Rossmann_DE_TH,2014-12-21 - 2014-12-27,71
Rossmann_DE_TH,2014-12-28 - 2015-01-03,77
Rossmann_DE_TH,2015-01-04 - 2015-01-10,65
Rossmann_DE_TH,2015-01-11 - 2015-01-17,69
Rossmann_DE_TH,2015-01-18 - 2015-01-24,57
Rossmann_DE_TH,2015-01-25 - 2015-01-31,62
Rossmann_DE_TH,2015-02-01 - 2015-02-07,76
Rossmann_DE_TH,2015-02-08 - 2015-02-14,55
Rossmann_DE_TH,2015-02-15 - 2015-02-21,60
Rossmann_DE_TH,2015-02-22 - 2015-02-28,52
Rossmann_DE_TH,2015-03-01 - 2015-03-07,60
Rossmann_DE_TH,2015-03-08 - 2015-03-14,55
Rossmann_DE_TH,2015-03-15 - 2015-03-21,65
Rossmann_DE_TH,2015-03-22 - 2015-03-28,52
Rossmann_DE_TH,2015-03-29 - 2015-04-04,66
Rossmann_DE_TH,2015-04-05 - 2015-04-11,60
Rossmann_DE_TH,2015-04-12 - 2015-04-18,43
Rossmann_DE_TH,2015-04-19 - 2015-04-25,48
Rossmann_DE_TH,2015-04-26 - 2015-05-02,82
Rossmann_DE_TH,2015-05-03 - 2015-05-09,62
Rossmann_DE_TH,2015-05-10 - 2015-05-16,67
Rossmann_DE_TH,2015-05-17 - 2015-05-23,58
Rossmann_DE_TH,2015-05-24 - 2015-05-30,60
Rossmann_DE_TH,2015-05-31 - 2015-06-06,56
Rossmann_DE_TH,2015-06-07 - 2015-06-13,64
Rossmann_DE_TH,2015-06-14 - 2015-06-20,66
Rossmann_DE_TH,2015-06-21 - 2015-06-27,59
Rossmann_DE_TH,2015-06-28 - 2015-07-04,70
Rossmann_DE_TH,2015-07-05 - 2015-07-11,76
Rossmann_DE_TH,2015-07-12 - 2015-07-18,83
Rossmann_DE_TH,2015-07-19 - 2015-07-25,79
Rossmann_DE_TH,2015-07-26 - 2015-08-01,76
Rossmann_DE_TH,2015-08-02 - 2015-08-08,80
Rossmann_DE_TH,2015-08-09 - 2015-08-15,69
Rossmann_DE_TH,2015-08-16 - 2015-08-22,71
Rossmann_DE_TH,2015-08-23 - 2015-08-29,70
Rossmann_DE_TH,2015-08-30 - 2015-09-05,80
Rossmann_DE_TH,2015-09-06 - 2015-09-12,59
Rossmann_DE_TH,2015-09-13 - 2015-09-19,73
Rossmann_DE_TH,2015-09-20 - 2015-09-26,69
Rossmann_DE_TH,2015-09-27 - 2015-10-03,82
Rossmann_DE_NW,2012-12-02 - 2012-12-08,74
Rossmann_DE_NW,2012-12-09 - 2012-12-15,76
Rossmann_DE_NW,2012-12-16 - 2012-12-22,82
Rossmann_DE_NW,2012-12-23 - 2012-12-29,59
Rossmann_DE_NW,2012-12-30 - 2013-01-05,53
Rossmann_DE_NW,2013-01-06 - 2013-01-12,63
Rossmann_DE_NW,2013-01-13 - 2013-01-19,48
Rossmann_DE_NW,2013-01-20 - 2013-01-26,55
Rossmann_DE_NW,2013-01-27 - 2013-02-02,50
Rossmann_DE_NW,2013-02-03 - 2013-02-09,64
Rossmann_DE_NW,2013-02-10 - 2013-02-16,47
Rossmann_DE_NW,2013-02-17 - 2013-02-23,60
Rossmann_DE_NW,2013-02-24 - 2013-03-02,51
Rossmann_DE_NW,2013-03-03 - 2013-03-09,56
Rossmann_DE_NW,2013-03-10 - 2013-03-16,51
Rossmann_DE_NW,2013-03-17 - 2013-03-23,61
Rossmann_DE_NW,2013-03-24 - 2013-03-30,60
Rossmann_DE_NW,2013-03-31 - 2013-04-06,57
Rossmann_DE_NW,2013-04-07 - 2013-04-13,60
Rossmann_DE_NW,2013-04-14 - 2013-04-20,51
Rossmann_DE_NW,2013-04-21 - 2013-04-27,58
Rossmann_DE_NW,2013-04-28 - 2013-05-04,53
Rossmann_DE_NW,2013-05-05 - 2013-05-11,62
Rossmann_DE_NW,2013-05-12 - 2013-05-18,62
Rossmann_DE_NW,2013-05-19 - 2013-05-25,54
Rossmann_DE_NW,2013-05-26 - 2013-06-01,64
Rossmann_DE_NW,2013-06-02 - 2013-06-08,55
Rossmann_DE_NW,2013-06-09 - 2013-06-15,57
Rossmann_DE_NW,2013-06-16 - 2013-06-22,69
Rossmann_DE_NW,2013-06-23 - 2013-06-29,58
Rossmann_DE_NW,2013-06-30 - 2013-07-06,69
Rossmann_DE_NW,2013-07-07 - 2013-07-13,59
Rossmann_DE_NW,2013-07-14 - 2013-07-20,71
Rossmann_DE_NW,2013-07-21 - 2013-07-27,61
Rossmann_DE_NW,2013-07-28 - 2013-08-03,76
Rossmann_DE_NW,2013-08-04 - 2013-08-10,65
Rossmann_DE_NW,2013-08-11 - 2013-08-17,71
Rossmann_DE_NW,2013-08-18 - 2013-08-24,63
Rossmann_DE_NW,2013-08-25 - 2013-08-31,74
Rossmann_DE_NW,2013-09-01 - 2013-09-07,57
Rossmann_DE_NW,2013-09-08 - 2013-09-14,63
Rossmann_DE_NW,2013-09-15 - 2013-09-21,52
Rossmann_DE_NW,2013-09-22 - 2013-09-28,64
Rossmann_DE_NW,2013-09-29 - 2013-10-05,54
Rossmann_DE_NW,2013-10-06 - 2013-10-12,65
Rossmann_DE_NW,2013-10-13 - 2013-10-19,54
Rossmann_DE_NW,2013-10-20 - 2013-10-26,68
Rossmann_DE_NW,2013-10-27 - 2013-11-02,61
Rossmann_DE_NW,2013-11-03 - 2013-11-09,70
Rossmann_DE_NW,2013-11-10 - 2013-11-16,55
Rossmann_DE_NW,2013-11-17 - 2013-11-23,68
Rossmann_DE_NW,2013-11-24 - 2013-11-30,66
Rossmann_DE_NW,2013-12-01 - 2013-12-07,75
Rossmann_DE_NW,2013-12-08 - 2013-12-14,72
Rossmann_DE_NW,2013-12-15 - 2013-12-21,97
Rossmann_DE_NW,2013-12-22 - 2013-12-28,66
Rossmann_DE_NW,2013-12-29 - 2014-01-04,68
Rossmann_DE_NW,2014-01-05 - 2014-01-11,73
Rossmann_DE_NW,2014-01-12 - 2014-01-18,53
Rossmann_DE_NW,2014-01-19 - 2014-01-25,68
Rossmann_DE_NW,2014-01-26 - 2014-02-01,59
Rossmann_DE_NW,2014-02-02 - 2014-02-08,73
Rossmann_DE_NW,2014-02-09 - 2014-02-15,60
Rossmann_DE_NW,2014-02-16 - 2014-02-22,74
Rossmann_DE_NW,2014-02-23 - 2014-03-01,57
Rossmann_DE_NW,2014-03-02 - 2014-03-08,75
Rossmann_DE_NW,2014-03-09 - 2014-03-15,60
Rossmann_DE_NW,2014-03-16 - 2014-03-22,68
Rossmann_DE_NW,2014-03-23 - 2014-03-29,60
Rossmann_DE_NW,2014-03-30 - 2014-04-05,68
Rossmann_DE_NW,2014-04-06 - 2014-04-12,59
Rossmann_DE_NW,2014-04-13 - 2014-04-19,77
Rossmann_DE_NW,2014-04-20 - 2014-04-26,59
Rossmann_DE_NW,2014-04-27 - 2014-05-03,77
Rossmann_DE_NW,2014-05-04 - 2014-05-10,74
Rossmann_DE_NW,2014-05-11 - 2014-05-17,62
Rossmann_DE_NW,2014-05-18 - 2014-05-24,75
Rossmann_DE_NW,2014-05-25 - 2014-05-31,63
Rossmann_DE_NW,2014-06-01 - 2014-06-07,74
Rossmann_DE_NW,2014-06-08 - 2014-06-14,63
Rossmann_DE_NW,2014-06-15 - 2014-06-21,75
Rossmann_DE_NW,2014-06-22 - 2014-06-28,67
Rossmann_DE_NW,2014-06-29 - 2014-07-05,82
Rossmann_DE_NW,2014-07-06 - 2014-07-12,71
Rossmann_DE_NW,2014-07-13 - 2014-07-19,81
Rossmann_DE_NW,2014-07-20 - 2014-07-26,75
Rossmann_DE_NW,2014-07-27 - 2014-08-02,83
Rossmann_DE_NW,2014-08-03 - 2014-08-09,82
Rossmann_DE_NW,2014-08-10 - 2014-08-16,73
Rossmann_DE_NW,2014-08-17 - 2014-08-23,85
Rossmann_DE_NW,2014-08-24 - 2014-08-30,63
Rossmann_DE_NW,2014-08-31 - 2014-09-06,76
Rossmann_DE_NW,2014-09-07 - 2014-09-13,65
Rossmann_DE_NW,2014-09-14 - 2014-09-20,76
Rossmann_DE_NW,2014-09-21 - 2014-09-27,57
Rossmann_DE_NW,2014-09-28 - 2014-10-04,73
Rossmann_DE_NW,2014-10-05 - 2014-10-11,77
Rossmann_DE_NW,2014-10-12 - 2014-10-18,66
Rossmann_DE_NW,2014-10-19 - 2014-10-25,78
Rossmann_DE_NW,2014-10-26 - 2014-11-01,66
Rossmann_DE_NW,2014-11-02 - 2014-11-08,78
Rossmann_DE_NW,2014-11-09 - 2014-11-15,74
Rossmann_DE_NW,2014-11-16 - 2014-11-22,71
Rossmann_DE_NW,2014-11-23 - 2014-11-29,86
Rossmann_DE_NW,2014-11-30 - 2014-12-06,88
Rossmann_DE_NW,2014-12-07 - 2014-12-13,88
Rossmann_DE_NW,2014-12-14 - 2014-12-20,98
Rossmann_DE_NW,2014-12-21 - 2014-12-27,83
Rossmann_DE_NW,2014-12-28 - 2015-01-03,77
Rossmann_DE_NW,2015-01-04 - 2015-01-10,76
Rossmann_DE_NW,2015-01-11 - 2015-01-17,75
Rossmann_DE_NW,2015-01-18 - 2015-01-24,65
Rossmann_DE_NW,2015-01-25 - 2015-01-31,86
Rossmann_DE_NW,2015-02-01 - 2015-02-07,74
Rossmann_DE_NW,2015-02-08 - 2015-02-14,71
Rossmann_DE_NW,2015-02-15 - 2015-02-21,77
Rossmann_DE_NW,2015-02-22 - 2015-02-28,69
Rossmann_DE_NW,2015-03-01 - 2015-03-07,74
Rossmann_DE_NW,2015-03-08 - 2015-03-14,65
Rossmann_DE_NW,2015-03-15 - 2015-03-21,78
Rossmann_DE_NW,2015-03-22 - 2015-03-28,67
Rossmann_DE_NW,2015-03-29 - 2015-04-04,79
Rossmann_DE_NW,2015-04-05 - 2015-04-11,68
Rossmann_DE_NW,2015-04-12 - 2015-04-18,77
Rossmann_DE_NW,2015-04-19 - 2015-04-25,67
Rossmann_DE_NW,2015-04-26 - 2015-05-02,80
Rossmann_DE_NW,2015-05-03 - 2015-05-09,82
Rossmann_DE_NW,2015-05-10 - 2015-05-16,73
Rossmann_DE_NW,2015-05-17 - 2015-05-23,80
Rossmann_DE_NW,2015-05-24 - 2015-05-30,78
Rossmann_DE_NW,2015-05-31 - 2015-06-06,82
Rossmann_DE_NW,2015-06-07 - 2015-06-13,76
Rossmann_DE_NW,2015-06-14 - 2015-06-20,88
Rossmann_DE_NW,2015-06-21 - 2015-06-27,76
Rossmann_DE_NW,2015-06-28 - 2015-07-04,100
Rossmann_DE_NW,2015-07-05 - 2015-07-11,82
Rossmann_DE_NW,2015-07-12 - 2015-07-18,88
Rossmann_DE_NW,2015-07-19 - 2015-07-25,76
Rossmann_DE_NW,2015-07-26 - 2015-08-01,92
Rossmann_DE_NW,2015-08-02 - 2015-08-08,86
Rossmann_DE_NW,2015-08-09 - 2015-08-15,78
Rossmann_DE_NW,2015-08-16 - 2015-08-22,83
Rossmann_DE_NW,2015-08-23 - 2015-08-29,69
Rossmann_DE_NW,2015-08-30 - 2015-09-05,80
Rossmann_DE_NW,2015-09-06 - 2015-09-12,73
Rossmann_DE_NW,2015-09-13 - 2015-09-19,79
Rossmann_DE_NW,2015-09-20 - 2015-09-26,68
Rossmann_DE_NW,2015-09-27 - 2015-10-03,76
Rossmann_DE_BE,2012-12-02 - 2012-12-08,86
Rossmann_DE_BE,2012-12-09 - 2012-12-15,95
Rossmann_DE_BE,2012-12-16 - 2012-12-22,100
Rossmann_DE_BE,2012-12-23 - 2012-12-29,74
Rossmann_DE_BE,2012-12-30 - 2013-01-05,69
Rossmann_DE_BE,2013-01-06 - 2013-01-12,70
Rossmann_DE_BE,2013-01-13 - 2013-01-19,61
Rossmann_DE_BE,2013-01-20 - 2013-01-26,70
Rossmann_DE_BE,2013-01-27 - 2013-02-02,61
Rossmann_DE_BE,2013-02-03 - 2013-02-09,76
Rossmann_DE_BE,2013-02-10 - 2013-02-16,55
Rossmann_DE_BE,2013-02-17 - 2013-02-23,61
Rossmann_DE_BE,2013-02-24 - 2013-03-02,55
Rossmann_DE_BE,2013-03-03 - 2013-03-09,60
Rossmann_DE_BE,2013-03-10 - 2013-03-16,65
Rossmann_DE_BE,2013-03-17 - 2013-03-23,72
Rossmann_DE_BE,2013-03-24 - 2013-03-30,67
Rossmann_DE_BE,2013-03-31 - 2013-04-06,57
Rossmann_DE_BE,2013-04-07 - 2013-04-13,68
Rossmann_DE_BE,2013-04-14 - 2013-04-20,59
Rossmann_DE_BE,2013-04-21 - 2013-04-27,66
Rossmann_DE_BE,2013-04-28 - 2013-05-04,58
Rossmann_DE_BE,2013-05-05 - 2013-05-11,61
Rossmann_DE_BE,2013-05-12 - 2013-05-18,67
Rossmann_DE_BE,2013-05-19 - 2013-05-25,61
Rossmann_DE_BE,2013-05-26 - 2013-06-01,69
Rossmann_DE_BE,2013-06-02 - 2013-06-08,63
Rossmann_DE_BE,2013-06-09 - 2013-06-15,64
Rossmann_DE_BE,2013-06-16 - 2013-06-22,71
Rossmann_DE_BE,2013-06-23 - 2013-06-29,71
Rossmann_DE_BE,2013-06-30 - 2013-07-06,82
Rossmann_DE_BE,2013-07-07 - 2013-07-13,75
Rossmann_DE_BE,2013-07-14 - 2013-07-20,75
Rossmann_DE_BE,2013-07-21 - 2013-07-27,71
Rossmann_DE_BE,2013-07-28 - 2013-08-03,88
Rossmann_DE_BE,2013-08-04 - 2013-08-10,65
Rossmann_DE_BE,2013-08-11 - 2013-08-17,80
Rossmann_DE_BE,2013-08-18 - 2013-08-24,69
Rossmann_DE_BE,2013-08-25 - 2013-08-31,75
Rossmann_DE_BE,2013-09-01 - 2013-09-07,65
Rossmann_DE_BE,2013-09-08 - 2013-09-14,79
Rossmann_DE_BE,2013-09-15 - 2013-09-21,59
Rossmann_DE_BE,2013-09-22 - 2013-09-28,67
Rossmann_DE_BE,2013-09-29 - 2013-10-05,62
Rossmann_DE_BE,2013-10-06 - 2013-10-12,66
Rossmann_DE_BE,2013-10-13 - 2013-10-19,65
Rossmann_DE_BE,2013-10-20 - 2013-10-26,67
Rossmann_DE_BE,2013-10-27 - 2013-11-02,67
Rossmann_DE_BE,2013-11-03 - 2013-11-09,74
Rossmann_DE_BE,2013-11-10 - 2013-11-16,62
Rossmann_DE_BE,2013-11-17 - 2013-11-23,67
Rossmann_DE_BE,2013-11-24 - 2013-11-30,72
Rossmann_DE_BE,2013-12-01 - 2013-12-07,86
Rossmann_DE_BE,2013-12-08 - 2013-12-14,74
Rossmann_DE_BE,2013-12-15 - 2013-12-21,94
Rossmann_DE_BE,2013-12-22 - 2013-12-28,66
Rossmann_DE_BE,2013-12-29 - 2014-01-04,67
Rossmann_DE_BE,2014-01-05 - 2014-01-11,68
Rossmann_DE_BE,2014-01-12 - 2014-01-18,56
Rossmann_DE_BE,2014-01-19 - 2014-01-25,69
Rossmann_DE_BE,2014-01-26 - 2014-02-01,53
Rossmann_DE_BE,2014-02-02 - 2014-02-08,65
Rossmann_DE_BE,2014-02-09 - 2014-02-15,53
Rossmann_DE_BE,2014-02-16 - 2014-02-22,63
Rossmann_DE_BE,2014-02-23 - 2014-03-01,53
Rossmann_DE_BE,2014-03-02 - 2014-03-08,64
Rossmann_DE_BE,2014-03-09 - 2014-03-15,54
Rossmann_DE_BE,2014-03-16 - 2014-03-22,60
Rossmann_DE_BE,2014-03-23 - 2014-03-29,61
Rossmann_DE_BE,2014-03-30 - 2014-04-05,59
Rossmann_DE_BE,2014-04-06 - 2014-04-12,56
Rossmann_DE_BE,2014-04-13 - 2014-04-19,72
Rossmann_DE_BE,2014-04-20 - 2014-04-26,54
Rossmann_DE_BE,2014-04-27 - 2014-05-03,69
Rossmann_DE_BE,2014-05-04 - 2014-05-10,65
Rossmann_DE_BE,2014-05-11 - 2014-05-17,54
Rossmann_DE_BE,2014-05-18 - 2014-05-24,70
Rossmann_DE_BE,2014-05-25 - 2014-05-31,58
Rossmann_DE_BE,2014-06-01 - 2014-06-07,65
Rossmann_DE_BE,2014-06-08 - 2014-06-14,60
Rossmann_DE_BE,2014-06-15 - 2014-06-21,62
Rossmann_DE_BE,2014-06-22 - 2014-06-28,55
Rossmann_DE_BE,2014-06-29 - 2014-07-05,72
Rossmann_DE_BE,2014-07-06 - 2014-07-12,58
Rossmann_DE_BE,2014-07-13 - 2014-07-19,69
Rossmann_DE_BE,2014-07-20 - 2014-07-26,66
Rossmann_DE_BE,2014-07-27 - 2014-08-02,71
Rossmann_DE_BE,2014-08-03 - 2014-08-09,73
Rossmann_DE_BE,2014-08-10 - 2014-08-16,66
Rossmann_DE_BE,2014-08-17 - 2014-08-23,77
Rossmann_DE_BE,2014-08-24 - 2014-08-30,62
Rossmann_DE_BE,2014-08-31 - 2014-09-06,68
Rossmann_DE_BE,2014-09-07 - 2014-09-13,64
Rossmann_DE_BE,2014-09-14 - 2014-09-20,68
